BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,9645A4711,1250,KG,2500,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,2234A5369,15125,KG,30250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,4403A1587,64625,KG,129250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,1096A9755,53625,KG,107250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,6617A6367,44000,KG,88000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,7192A6881,86625,KG,173250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,2090A7079,17875,KG,35750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,9054A8785,1375,KG,2750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,5284A6269,60500,KG,121000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0234,4861A3870,23375,KG,46750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0335,3734A3162,89375,KG,178750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0335,7737A9028,1375,KG,2750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0335,9085A1526,4125,KG,8250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0335,4101A9500,93500,KG,187000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0335,2438A1284,9625,KG,19250,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0396,E5757A,24750,KG,187853,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P2370A,375,KG,3382,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P8698A,2750,KG,20292,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P3716A,229425,KG,1634218,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P2284A,127300,KG,907088,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P9225A,100275,KG,714670,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P9548A,50850,KG,362764,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P8581A,25350,KG,181204,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0158,P1853A,74875,KG,533822,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0235,V6102A,0,KG,3896,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0177,1165,2425,KG,7615,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0229,9117A,875,KG,2748,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0229,2941B,57675,KG,181100,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0291,9943A,850,KG,2669,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0291,1644A,22000,KG,69080,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0388,E9701A,1175,KG,8918,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0057,S9024A,9950,KG,75521,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0389,V1935A,147125,KG,1781684,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0389,V1751A,172500,KG,2088975,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0389,V6312A,317875,KG,3849466,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0389,V4192A,19500,KG,236145,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0102,V6547A,49400,KG,605644,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0159,V8634A,51350,KG,758953,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0159,V8003A,160425,KG,2371082,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0159,V4695A,25450,KG,376151,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0271,8428A2431,600,KG,1200,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0338,L2737A,7125,KG,28215,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0214,SCRAP,464,KG,2982,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0390,M2736B,175,KG,798,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M9204C,16500,KG,75240,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M5931A,20625,KG,94050,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M8345B,28850,KG,131556,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M4070B,1200,KG,5472,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M2171A,13750,KG,62700,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M7303B,74250,KG,338580,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M4915C,82500,KG,376200,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M5772A,87950,KG,401052,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M2901B,83775,KG,382014,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M2194A,28875,KG,131670,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M6304C,24750,KG,112860,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M7310A,33000,KG,150480,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0112,M1179B,12375,KG,56430,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0113,M7290A,1700,KG,4556,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P4800D,300,KG,1188,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P9566A,7500,KG,29700,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P2314A,1250,KG,4950,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P6987A,67475,KG,267201,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P1456A,211500,KG,837540,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P9348A,76475,KG,302841,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P9634A,65975,KG,261261,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0032,P9445A,13500,KG,53460,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0114,L4708A,375,KG,1485,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0114,L1317A,40500,KG,160380,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0178,P7281A,1000,KG,3960,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0178,P5720A,1500,KG,5940,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,8470G,6875,KG,18356,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,7556I,43500,KG,116145,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,3931E,20675,KG,55202,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,2888F,46800,KG,124956,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,6042G,33000,KG,88110,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,2905A,15025,KG,40117,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,7794A,4000,KG,10680,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,1873A,19250,KG,51398,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,8975A,11000,KG,29370,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,1165A,49500,KG,132165,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,5249A,1375,KG,3671,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,8981A,28875,KG,77096,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,6980A,24750,KG,66083,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,8690A,45375,KG,121151,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,8554A,35750,KG,95453,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,1266A,23350,KG,62345,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,3205B,13750,KG,36713,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0065,2292A,74250,KG,198248,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,6471A,6875,KG,19456,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,7385A,10575,KG,29927,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,3344A,79750,KG,225693,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,7715A,49425,KG,139873,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,8067A,300,KG,849,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,2068A,75625,KG,214019,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,3182A,4125,KG,11674,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,1123A,41250,KG,116738,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,5312A,78375,KG,221801,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,9393A,85250,KG,241258,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,3934A,5500,KG,15565,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,5084A,24750,KG,70043,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,6982A,87975,KG,248969,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,3636A,79725,KG,225622,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,3305A,85225,KG,241187,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,1875A,41250,KG,116738,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,7654A,35750,KG,101173,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,9565A,83875,KG,237366,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,3962A,72875,KG,206236,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,2311A,86625,KG,245149,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,6056A,8250,KG,23348,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,1428A,83875,KG,237366,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,5793A,24750,KG,70043,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0413,2569A,81000,KG,229230,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0397,P8066A,21325,KG,84447,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0397,P8121A,2750,KG,10890,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0180,M5666A,8325,KG,23310,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0180,M8366C,25400,KG,71120,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L7497A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L7337A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L1722A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L9652A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L1934A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L7750A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L2702A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L4204A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L3941A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L4521A,0,KG,178,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L5869A,575,KG,4094,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0339,L4423A,9500,KG,67640,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0429,V9006A,0,KG,3763,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1864A,1125,KG,1046,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5796A,975,KG,907,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4494A,1175,KG,1093,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1064A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6671A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2956A,1100,KG,1023,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1320A,950,KG,884,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2492A,950,KG,884,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9709A,1175,KG,1093,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8587A,900,KG,837,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6853A,1125,KG,1046,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8920A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6662A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7312A,2250,KG,2093,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5872A,1100,KG,1023,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1095A,1050,KG,977,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4115A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8047A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6798A,925,KG,860,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4944A,975,KG,907,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4907A,2350,KG,2186,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5890A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3365A,1150,KG,1070,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8810A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7412A,1150,KG,1070,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6248A,110000,KG,102300,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5220A,1100,KG,1023,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1239A,900,KG,837,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8807A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4554A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9231A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2135A,700,KG,651,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5424A,925,KG,860,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8079A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5527A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4747A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6695A,1075,KG,1000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9207A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6346A,1100,KG,1023,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1997A,1175,KG,1093,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6807A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1564A,4925,KG,4580,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1092A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3032A,1050,KG,977,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6510A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5675A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7184A,975,KG,907,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9478A,1125,KG,1046,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6325A,2450,KG,2279,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3771A,2500,KG,2325,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4001A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8044A,750,KG,698,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4219A,2475,KG,2302,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4526A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9208A,1150,KG,1070,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5316A,1700,KG,1581,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1499A,1075,KG,1000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5091A,900,KG,837,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9806A,1025,KG,953,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7564A,975,KG,907,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8330A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4971A,1075,KG,1000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2898A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8082A,1175,KG,1093,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2669A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4888A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3401A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2589A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8849A,103750,KG,96488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2371A,2400,KG,2232,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8674A,88650,KG,82445,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9310A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3862A,2375,KG,2209,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1279A,1200,KG,1116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8064A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7495A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7767A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3030A,1175,KG,1093,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3280A,1000,KG,930,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6270A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5670A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4587A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6134A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8147A,1000,KG,930,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2616A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5074A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9394A,102350,KG,95186,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9202A,1225,KG,1139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6540A,2450,KG,2279,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8993A,101225,KG,94139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3084A,91200,KG,84816,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4867A,103750,KG,96488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6893A,102375,KG,95209,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6115A,86250,KG,80213,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4966A,5000,KG,4650,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7153A,90000,KG,83700,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6835A,1250,KG,1163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9195A,103750,KG,96488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7939A,101200,KG,94116,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9971A,103700,KG,96441,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8222A,99975,KG,92977,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8258A,102475,KG,95302,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2480A,104975,KG,97627,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3109A,95000,KG,88350,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7434A,103750,KG,96488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6502A,104925,KG,97580,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9375A,101150,KG,94070,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5380A,102425,KG,95255,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1069A,99400,KG,92442,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1857A,100000,KG,93000,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5928A,99875,KG,92884,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7187A,103700,KG,96441,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1394A,103450,KG,96209,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9954A,103650,KG,96395,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7596A,101250,KG,94163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3913A,97400,KG,90582,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7293A,56150,KG,52220,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9737A,87500,KG,81375,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9656A,103650,KG,96395,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6379A,102100,KG,94953,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4373A,100925,KG,93860,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7049A,101125,KG,94046,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1155A,102400,KG,95232,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8859A,101100,KG,94023,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3528A,20000,KG,18600,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6434A,80000,KG,74400,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5662A,75000,KG,69750,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7882A,78750,KG,73238,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5069A,80000,KG,74400,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6413A,73750,KG,68588,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2227A,58750,KG,54638,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6475A,78750,KG,73238,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1539A,78750,KG,73238,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6036A,80000,KG,74400,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9787A,81250,KG,75563,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7169A,56250,KG,52313,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5320A,31250,KG,29063,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7886A,21250,KG,19763,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2342A,79975,KG,74377,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6549A,78750,KG,73238,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1456A,81250,KG,75563,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5984A,77500,KG,72075,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,3534A,77475,KG,72052,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7012A,67500,KG,62775,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1973A,86250,KG,80213,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8077A,91225,KG,84839,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9812A,95000,KG,88350,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1731A,60000,KG,55800,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9698A,62500,KG,58125,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6656A,99875,KG,92884,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2868A,102500,KG,95325,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6764A,103675,KG,96418,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4630A,86250,KG,80213,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,7676A,85000,KG,79050,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1956A,33750,KG,31388,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5114A,103750,KG,96488,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1018A,87500,KG,81375,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8482A,78725,KG,73214,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8953A,86225,KG,80189,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8427A,48725,KG,45314,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4780A,101225,KG,94139,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8046A,28750,KG,26738,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6774A,10000,KG,9300,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9099A,94850,KG,88211,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2401A,59950,KG,55754,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2839A,52500,KG,48825,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6013A,86225,KG,80189,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6625A,102400,KG,95232,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,6557A,96250,KG,89513,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,9254A,18750,KG,17438,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4669A,101250,KG,94163,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,1636A,98725,KG,91814,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,8580A,102500,KG,95325,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,5164A,36225,KG,33689,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,4891A,87500,KG,81375,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0332,2845A,71250,KG,66263,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0050,S2115A,2800,KG,12628,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0236,R9208A,47625,KG,214789,CNY
10/31/2024,CHINA-WAREHOUSE,MAT-0236,S4960B,250,KG,1128,CNY
